Test Name,SRL,SRL BERT,SRL Group 9
1,0.23529411764705882,0.23529411764705882,0.23529411764705882
2,0.8,0.8,0.9
3,0.6666666666666666,0.7777777777777778,0.6666666666666666
4,0.2,0.8,0.8666666666666667
5,0.5,0.0,0.3
6,0.23076923076923078,0.23076923076923078,0.8461538461538461
7,0.3333333333333333,0.3333333333333333,1.0
